origin,destination,ridership
KJ29: SS 15,KG04: Kwasa Damansara,111
KJ29: SS 15,KG05: Kwasa Sentral,206
KJ29: SS 15,KG06: Kota Damansara,404
KJ29: SS 15,KG07: Surian,573
KJ29: SS 15,KG08: Mutiara Damansara,1231
KJ29: SS 15,KG09: Bandar Utama,1901
KJ29: SS 15,KG10: TTDI,833
KJ29: SS 15,KG12: Phileo Damansara,347
KJ29: SS 15,KG13: Pusat Bandar Damansara,1344
KJ29: SS 15,KG14: Semantan,1774
KJ29: SS 15,KG15: Muzium Negara,107
KJ29: SS 15,KG16: Pasar Seni,3407
KJ29: SS 15,KG17: Merdeka,579
KJ29: SS 15,KG18: Bukit Bintang,11282
KJ29: SS 15,KG20: Tun Razak Exchange,7033
KJ29: SS 15,KG21: Cochrane,2092
KJ29: SS 15,KG22: Maluri,3499
KJ29: SS 15,KG23: Taman Pertama,473
KJ29: SS 15,KG24: Taman Midah,728
KJ29: SS 15,KG25: Taman Mutiara,1411
KJ29: SS 15,KG26: Taman Connaught,1422
KJ29: SS 15,KG27: Taman Suntex,847
KJ29: SS 15,KG28: Sri Raya,660
KJ29: SS 15,KG29: Bandar Tun Hussien Onn,720
KJ29: SS 15,KG30: Batu 11 Cheras,596
KJ29: SS 15,KG31: Bukit Dukung,625
KJ29: SS 15,KG33: Sungai Jernih,735
KJ29: SS 15,KG34: Stadium Kajang,702
KJ29: SS 15,KG35: Kajang,1818
KJ29: SS 15,KJ01: Gombak,1813
KJ29: SS 15,KJ02: Taman Melati,2951
KJ29: SS 15,KJ03: Wangsa Maju,4347
KJ29: SS 15,KJ04: Sri Rampai,2494
KJ29: SS 15,KJ05: Setiawangsa,1201
KJ29: SS 15,KJ06: Jelatek,1611
KJ29: SS 15,KJ07: Dato' Keramat,457
KJ29: SS 15,KJ08: Damai,744
KJ29: SS 15,KJ09: Ampang Park,14653
KJ29: SS 15,KJ10: KLCC,19490
KJ29: SS 15,KJ11: Kampung Baru,1366
KJ29: SS 15,KJ12: Dang Wangi,4883
KJ29: SS 15,KJ13: Masjid Jamek,4320
KJ29: SS 15,KJ14: Pasar Seni,12725
KJ29: SS 15,KJ15: KL Sentral,35389
KJ29: SS 15,KJ16: Bank Rakyat Bangsar,7846
KJ29: SS 15,KJ17: Abdullah Hukum,20845
KJ29: SS 15,KJ18: Kerinchi,7019
KJ29: SS 15,KJ19: Universiti,8455
KJ29: SS 15,KJ20: Taman Jaya,6633
KJ29: SS 15,KJ21: Asia Jaya,11137
KJ29: SS 15,KJ22: Taman Paramount,6594
KJ29: SS 15,KJ23: Taman Bahagia,6892
KJ29: SS 15,KJ24: Kelana Jaya,8911
KJ29: SS 15,KJ25: Lembah Subang,20145
KJ29: SS 15,KJ26: Ara Damansara,31717
KJ29: SS 15,KJ27: Cgc Glenmarie,19872
KJ29: SS 15,KJ28: Subang Jaya,76467
KJ29: SS 15,KJ29: SS 15,12731
KJ29: SS 15,KJ30: SS 18,15356
KJ29: SS 15,KJ31: USJ 7,22025
KJ29: SS 15,KJ32: Taipan,24416
KJ29: SS 15,KJ33: Wawasan,13995
KJ29: SS 15,KJ34: USJ 21,10731
KJ29: SS 15,KJ35: Alam Megah,7042
KJ29: SS 15,KJ36: Subang Alam,3707
KJ29: SS 15,MR01: KL Sentral,5
KJ29: SS 15,MR02: Tun Sambanthan,2
KJ29: SS 15,MR03: Maharajalela,7
KJ29: SS 15,MR04: Hang Tuah,810
KJ29: SS 15,MR05: Imbi,114
KJ29: SS 15,MR06: Bukit Bintang,36
KJ29: SS 15,MR07: Raja Chulan,8
KJ29: SS 15,MR08: Bukit Nanas,0
KJ29: SS 15,MR09: Medan Tuanku,9
KJ29: SS 15,MR10: Chow Kit,39
KJ29: SS 15,MR11: Titiwangsa,31
KJ29: SS 15,PYL03: Kampung Selamat,165
KJ29: SS 15,PYL04: Sungai Buloh,275
KJ29: SS 15,SP12: Cheras,331
KJ29: SS 15,SP13: Salak Selatan,624
KJ29: SS 15,SP14: Bandar Tun Razak,334
KJ29: SS 15,SP15: Bandar Tasik Selatan,1818
KJ29: SS 15,SP16: Sungai Besi,332
KJ29: SS 15,SP17: Bukit Jalil,1887
KJ29: SS 15,SP18: Sri Petaling,1075
KJ29: SS 15,SP19: Awan Besar,1700
KJ29: SS 15,SP20: Muhibbah,1231
KJ29: SS 15,SP21: Alam Sutera,1251
KJ29: SS 15,SP22: Kinrara,3512
KJ29: SS 15,SP24: IOI Puchong Jaya,3162
KJ29: SS 15,SP25: Pusat Bandar Puchong,3225
KJ29: SS 15,SP26: Taman Perindustrian Puchong,1420
KJ29: SS 15,SP27: Bandar Puteri,3634
KJ29: SS 15,SP28: Puchong Perdana,4010
KJ29: SS 15,SP29: Puchong Prima,9705
KJ29: SS 15,SP31: Putra Heights,12026
KJ30: SS 18,A0: All Stations,141611
KJ30: SS 18,AG01: Sentul Timur,100
KJ30: SS 18,AG02: Sentul,62
KJ30: SS 18,AG03: Titiwangsa,196
KJ30: SS 18,AG04: PWTC,179
KJ30: SS 18,AG05: Sultan Ismail,64
KJ30: SS 18,AG06: Bandaraya,568
KJ30: SS 18,AG07: Masjid Jamek,1289
KJ30: SS 18,AG08: Plaza Rakyat,198
KJ30: SS 18,AG09: Hang Tuah,67
KJ30: SS 18,AG10: Pudu,367
KJ30: SS 18,AG11: Chan Sow Lin,96
KJ30: SS 18,AG12: Miharja,33
KJ30: SS 18,AG13: Maluri,56
KJ30: SS 18,AG14: Pandan Jaya,162
KJ30: SS 18,AG15: Pandan Indah,38
KJ30: SS 18,AG16: Cempaka,155
KJ30: SS 18,AG17: Cahaya,62
KJ30: SS 18,AG18: Ampang,200
KJ30: SS 18,KG04: Kwasa Damansara,7
KJ30: SS 18,KG05: Kwasa Sentral,13
KJ30: SS 18,KG06: Kota Damansara,218
KJ30: SS 18,KG07: Surian,195
KJ30: SS 18,KG08: Mutiara Damansara,166
KJ30: SS 18,KG09: Bandar Utama,207
KJ30: SS 18,KG10: TTDI,270
KJ30: SS 18,KG12: Phileo Damansara,276
KJ30: SS 18,KG13: Pusat Bandar Damansara,541
KJ30: SS 18,KG14: Semantan,675
KJ30: SS 18,KG15: Muzium Negara,11
KJ30: SS 18,KG16: Pasar Seni,695
KJ30: SS 18,KG17: Merdeka,211
KJ30: SS 18,KG18: Bukit Bintang,2539
KJ30: SS 18,KG20: Tun Razak Exchange,2584
KJ30: SS 18,KG21: Cochrane,358
KJ30: SS 18,KG22: Maluri,545
KJ30: SS 18,KG23: Taman Pertama,41
KJ30: SS 18,KG24: Taman Midah,40
KJ30: SS 18,KG25: Taman Mutiara,106
KJ30: SS 18,KG26: Taman Connaught,115
KJ30: SS 18,KG27: Taman Suntex,96
KJ30: SS 18,KG28: Sri Raya,27
KJ30: SS 18,KG29: Bandar Tun Hussien Onn,80
KJ30: SS 18,KG30: Batu 11 Cheras,20
KJ30: SS 18,KG31: Bukit Dukung,44
KJ30: SS 18,KG33: Sungai Jernih,47
KJ30: SS 18,KG34: Stadium Kajang,94
KJ30: SS 18,KG35: Kajang,182
KJ30: SS 18,KJ01: Gombak,373
KJ30: SS 18,KJ02: Taman Melati,381
KJ30: SS 18,KJ03: Wangsa Maju,812
KJ30: SS 18,KJ04: Sri Rampai,479
KJ30: SS 18,KJ05: Setiawangsa,184
KJ30: SS 18,KJ06: Jelatek,321
KJ30: SS 18,KJ07: Dato' Keramat,70
KJ30: SS 18,KJ08: Damai,86
KJ30: SS 18,KJ09: Ampang Park,4564
KJ30: SS 18,KJ10: KLCC,7957
KJ30: SS 18,KJ11: Kampung Baru,166
KJ30: SS 18,KJ12: Dang Wangi,1620
KJ30: SS 18,KJ13: Masjid Jamek,2526
KJ30: SS 18,KJ14: Pasar Seni,3992
KJ30: SS 18,KJ15: KL Sentral,12154
KJ30: SS 18,KJ16: Bank Rakyat Bangsar,2254
KJ30: SS 18,KJ17: Abdullah Hukum,6829
KJ30: SS 18,KJ18: Kerinchi,3264
KJ30: SS 18,KJ19: Universiti,2441
KJ30: SS 18,KJ20: Taman Jaya,2561
KJ30: SS 18,KJ21: Asia Jaya,3673
KJ30: SS 18,KJ22: Taman Paramount,1246
KJ30: SS 18,KJ23: Taman Bahagia,1335
KJ30: SS 18,KJ24: Kelana Jaya,1176
KJ30: SS 18,KJ25: Lembah Subang,2535
KJ30: SS 18,KJ26: Ara Damansara,2980
KJ30: SS 18,KJ27: Cgc Glenmarie,2009
KJ30: SS 18,KJ28: Subang Jaya,10081
KJ30: SS 18,KJ29: SS 15,15190
KJ30: SS 18,KJ30: SS 18,5326
KJ30: SS 18,KJ31: USJ 7,4970
KJ30: SS 18,KJ32: Taipan,6943
KJ30: SS 18,KJ33: Wawasan,3379
KJ30: SS 18,KJ34: USJ 21,2805
KJ30: SS 18,KJ35: Alam Megah,997
KJ30: SS 18,KJ36: Subang Alam,502
KJ30: SS 18,MR01: KL Sentral,1
KJ30: SS 18,MR02: Tun Sambanthan,1
KJ30: SS 18,MR03: Maharajalela,4
KJ30: SS 18,MR04: Hang Tuah,144
KJ30: SS 18,MR05: Imbi,18
KJ30: SS 18,MR06: Bukit Bintang,6
KJ30: SS 18,MR07: Raja Chulan,1
KJ30: SS 18,MR08: Bukit Nanas,0
KJ30: SS 18,MR09: Medan Tuanku,1
KJ30: SS 18,MR10: Chow Kit,11
KJ30: SS 18,MR11: Titiwangsa,3
KJ30: SS 18,PYL03: Kampung Selamat,6
KJ30: SS 18,PYL04: Sungai Buloh,56
KJ30: SS 18,SP12: Cheras,44
KJ30: SS 18,SP13: Salak Selatan,128
KJ30: SS 18,SP14: Bandar Tun Razak,54
KJ30: SS 18,SP15: Bandar Tasik Selatan,347
KJ30: SS 18,SP16: Sungai Besi,114
KJ30: SS 18,SP17: Bukit Jalil,477
KJ30: SS 18,SP18: Sri Petaling,253
KJ30: SS 18,SP19: Awan Besar,267
KJ30: SS 18,SP20: Muhibbah,71
KJ30: SS 18,SP21: Alam Sutera,410
KJ30: SS 18,SP22: Kinrara,288
KJ30: SS 18,SP24: IOI Puchong Jaya,405
KJ30: SS 18,SP25: Pusat Bandar Puchong,631
KJ30: SS 18,SP26: Taman Perindustrian Puchong,405
KJ30: SS 18,SP27: Bandar Puteri,442
KJ30: SS 18,SP28: Puchong Perdana,599
KJ30: SS 18,SP29: Puchong Prima,1382
KJ30: SS 18,SP31: Putra Heights,2566
KJ31: USJ 7,A0: All Stations,277721
KJ31: USJ 7,AG01: Sentul Timur,298
KJ31: USJ 7,AG02: Sentul,301
KJ31: USJ 7,AG03: Titiwangsa,560
KJ31: USJ 7,AG04: PWTC,900
KJ31: USJ 7,AG05: Sultan Ismail,267
KJ31: USJ 7,AG06: Bandaraya,638
KJ31: USJ 7,AG07: Masjid Jamek,3108
KJ31: USJ 7,AG08: Plaza Rakyat,350
KJ31: USJ 7,AG09: Hang Tuah,475
KJ31: USJ 7,AG10: Pudu,828
KJ31: USJ 7,AG11: Chan Sow Lin,395
KJ31: USJ 7,AG12: Miharja,78
KJ31: USJ 7,AG13: Maluri,298
KJ31: USJ 7,AG14: Pandan Jaya,538
KJ31: USJ 7,AG15: Pandan Indah,181
KJ31: USJ 7,AG16: Cempaka,486
KJ31: USJ 7,AG17: Cahaya,374
KJ31: USJ 7,AG18: Ampang,556
KJ31: USJ 7,KG04: Kwasa Damansara,63
KJ31: USJ 7,KG05: Kwasa Sentral,72
KJ31: USJ 7,KG06: Kota Damansara,177
KJ31: USJ 7,KG07: Surian,249
KJ31: USJ 7,KG08: Mutiara Damansara,579
KJ31: USJ 7,KG09: Bandar Utama,1054
KJ31: USJ 7,KG10: TTDI,477
KJ31: USJ 7,KG12: Phileo Damansara,259
KJ31: USJ 7,KG13: Pusat Bandar Damansara,955
KJ31: USJ 7,KG14: Semantan,599
KJ31: USJ 7,KG15: Muzium Negara,44
KJ31: USJ 7,KG16: Pasar Seni,1647
KJ31: USJ 7,KG17: Merdeka,132
KJ31: USJ 7,KG18: Bukit Bintang,4999
KJ31: USJ 7,KG20: Tun Razak Exchange,3542
KJ31: USJ 7,KG21: Cochrane,951
KJ31: USJ 7,KG22: Maluri,1495
KJ31: USJ 7,KG23: Taman Pertama,267
KJ31: USJ 7,KG24: Taman Midah,429
KJ31: USJ 7,KG25: Taman Mutiara,480
KJ31: USJ 7,KG26: Taman Connaught,430
KJ31: USJ 7,KG27: Taman Suntex,403
KJ31: USJ 7,KG28: Sri Raya,225
KJ31: USJ 7,KG29: Bandar Tun Hussien Onn,267
KJ31: USJ 7,KG30: Batu 11 Cheras,253
KJ31: USJ 7,KG31: Bukit Dukung,259
KJ31: USJ 7,KG33: Sungai Jernih,392
KJ31: USJ 7,KG34: Stadium Kajang,367
KJ31: USJ 7,KG35: Kajang,608
KJ31: USJ 7,KJ01: Gombak,823
KJ31: USJ 7,KJ02: Taman Melati,1736
KJ31: USJ 7,KJ03: Wangsa Maju,2040
KJ31: USJ 7,KJ04: Sri Rampai,1063
KJ31: USJ 7,KJ05: Setiawangsa,542
KJ31: USJ 7,KJ06: Jelatek,925
KJ31: USJ 7,KJ07: Dato' Keramat,328
KJ31: USJ 7,KJ08: Damai,215
KJ31: USJ 7,KJ09: Ampang Park,6977
KJ31: USJ 7,KJ10: KLCC,9194
KJ31: USJ 7,KJ11: Kampung Baru,950
KJ31: USJ 7,KJ12: Dang Wangi,2999
KJ31: USJ 7,KJ13: Masjid Jamek,2862
KJ31: USJ 7,KJ14: Pasar Seni,8778
KJ31: USJ 7,KJ15: KL Sentral,19312
KJ31: USJ 7,KJ16: Bank Rakyat Bangsar,4389
KJ31: USJ 7,KJ17: Abdullah Hukum,10159
KJ31: USJ 7,KJ18: Kerinchi,3436
KJ31: USJ 7,KJ19: Universiti,3692
KJ31: USJ 7,KJ20: Taman Jaya,3930
KJ31: USJ 7,KJ21: Asia Jaya,4817
KJ31: USJ 7,KJ22: Taman Paramount,2274
KJ31: USJ 7,KJ23: Taman Bahagia,3096
KJ31: USJ 7,KJ24: Kelana Jaya,3672
KJ31: USJ 7,KJ25: Lembah Subang,5619
KJ31: USJ 7,KJ26: Ara Damansara,6475
KJ31: USJ 7,KJ27: Cgc Glenmarie,5484
KJ31: USJ 7,KJ28: Subang Jaya,21702
KJ31: USJ 7,KJ29: SS 15,20939
KJ31: USJ 7,KJ30: SS 18,4934
KJ31: USJ 7,KJ31: USJ 7,11615
KJ31: USJ 7,KJ32: Taipan,22813
KJ31: USJ 7,KJ33: Wawasan,8137
KJ31: USJ 7,KJ34: USJ 21,8386
KJ31: USJ 7,KJ35: Alam Megah,3404
KJ31: USJ 7,KJ36: Subang Alam,1629
KJ31: USJ 7,MR01: KL Sentral,5
KJ31: USJ 7,MR02: Tun Sambanthan,4
KJ31: USJ 7,MR03: Maharajalela,1
KJ31: USJ 7,MR04: Hang Tuah,623
KJ31: USJ 7,MR05: Imbi,99
KJ31: USJ 7,MR06: Bukit Bintang,33
KJ31: USJ 7,MR07: Raja Chulan,6
KJ31: USJ 7,MR08: Bukit Nanas,1
KJ31: USJ 7,MR09: Medan Tuanku,15
KJ31: USJ 7,MR10: Chow Kit,46
KJ31: USJ 7,MR11: Titiwangsa,39
KJ31: USJ 7,PYL03: Kampung Selamat,135
KJ31: USJ 7,PYL04: Sungai Buloh,192
KJ31: USJ 7,SP12: Cheras,199
KJ31: USJ 7,SP13: Salak Selatan,409
KJ31: USJ 7,SP14: Bandar Tun Razak,163
KJ31: USJ 7,SP15: Bandar Tasik Selatan,1713
KJ31: USJ 7,SP16: Sungai Besi,313
KJ31: USJ 7,SP17: Bukit Jalil,848
KJ31: USJ 7,SP18: Sri Petaling,451
KJ31: USJ 7,SP19: Awan Besar,1191
KJ31: USJ 7,SP20: Muhibbah,566
KJ31: USJ 7,SP21: Alam Sutera,597
KJ31: USJ 7,SP22: Kinrara,1141
KJ31: USJ 7,SP24: IOI Puchong Jaya,1864
KJ31: USJ 7,SP25: Pusat Bandar Puchong,1486
KJ31: USJ 7,SP26: Taman Perindustrian Puchong,1184
KJ31: USJ 7,SP27: Bandar Puteri,2621
KJ31: USJ 7,SP28: Puchong Perdana,1520
KJ31: USJ 7,SP29: Puchong Prima,3283
KJ31: USJ 7,SP31: Putra Heights,5322
KJ32: Taipan,A0: All Stations,297884
KJ32: Taipan,AG01: Sentul Timur,316
KJ32: Taipan,AG02: Sentul,303
KJ32: Taipan,AG03: Titiwangsa,668
KJ32: Taipan,AG04: PWTC,808
KJ32: Taipan,AG05: Sultan Ismail,410
KJ32: Taipan,AG06: Bandaraya,730
KJ32: Taipan,AG07: Masjid Jamek,2767
KJ32: Taipan,AG08: Plaza Rakyat,510
KJ32: Taipan,AG09: Hang Tuah,258
KJ32: Taipan,AG10: Pudu,999
KJ32: Taipan,AG11: Chan Sow Lin,290
KJ32: Taipan,AG12: Miharja,188
KJ32: Taipan,AG13: Maluri,304
KJ32: Taipan,AG14: Pandan Jaya,420
KJ32: Taipan,AG15: Pandan Indah,267
KJ32: Taipan,AG16: Cempaka,574
KJ32: Taipan,AG17: Cahaya,367
KJ32: Taipan,AG18: Ampang,546
KJ32: Taipan,KG04: Kwasa Damansara,100
KJ32: Taipan,KG05: Kwasa Sentral,57
KJ32: Taipan,KG06: Kota Damansara,179
KJ32: Taipan,KG07: Surian,401
KJ32: Taipan,KG08: Mutiara Damansara,552
KJ32: Taipan,KG09: Bandar Utama,1086
KJ32: Taipan,KG10: TTDI,614
KJ32: Taipan,KG12: Phileo Damansara,395
KJ32: Taipan,KG13: Pusat Bandar Damansara,728
KJ32: Taipan,KG14: Semantan,956
KJ32: Taipan,KG15: Muzium Negara,63
KJ32: Taipan,KG16: Pasar Seni,1495
KJ32: Taipan,KG17: Merdeka,199
KJ32: Taipan,KG18: Bukit Bintang,5588
KJ32: Taipan,KG20: Tun Razak Exchange,3564
KJ32: Taipan,KG21: Cochrane,1055
KJ32: Taipan,KG22: Maluri,1611
KJ32: Taipan,KG23: Taman Pertama,180
KJ32: Taipan,KG24: Taman Midah,166
KJ32: Taipan,KG25: Taman Mutiara,584
KJ32: Taipan,KG26: Taman Connaught,242
KJ32: Taipan,KG27: Taman Suntex,272
KJ32: Taipan,KG28: Sri Raya,81
KJ32: Taipan,KG29: Bandar Tun Hussien Onn,216
KJ32: Taipan,KG30: Batu 11 Cheras,223
KJ32: Taipan,KG31: Bukit Dukung,230
KJ32: Taipan,KG33: Sungai Jernih,160
KJ32: Taipan,KG34: Stadium Kajang,211
KJ32: Taipan,KG35: Kajang,486
KJ32: Taipan,KJ01: Gombak,835
KJ32: Taipan,KJ02: Taman Melati,1230
KJ32: Taipan,KJ03: Wangsa Maju,2007
KJ32: Taipan,KJ04: Sri Rampai,959
KJ32: Taipan,KJ05: Setiawangsa,323
KJ32: Taipan,KJ06: Jelatek,661
KJ32: Taipan,KJ07: Dato' Keramat,149
KJ32: Taipan,KJ08: Damai,887
KJ32: Taipan,KJ09: Ampang Park,6764
KJ32: Taipan,KJ10: KLCC,10256
KJ32: Taipan,KJ11: Kampung Baru,799
KJ32: Taipan,KJ12: Dang Wangi,2583
KJ32: Taipan,KJ13: Masjid Jamek,3086
KJ32: Taipan,KJ14: Pasar Seni,7367
KJ32: Taipan,KJ15: KL Sentral,18679
KJ32: Taipan,KJ16: Bank Rakyat Bangsar,4395
KJ32: Taipan,KJ17: Abdullah Hukum,12264
KJ32: Taipan,KJ18: Kerinchi,5009
KJ32: Taipan,KJ19: Universiti,3377
KJ32: Taipan,KJ20: Taman Jaya,4236
KJ32: Taipan,KJ21: Asia Jaya,6770
KJ32: Taipan,KJ22: Taman Paramount,2619
KJ32: Taipan,KJ23: Taman Bahagia,4855
KJ32: Taipan,KJ24: Kelana Jaya,3802
KJ32: Taipan,KJ25: Lembah Subang,8363
KJ32: Taipan,KJ26: Ara Damansara,5562
KJ32: Taipan,KJ27: Cgc Glenmarie,5956
KJ32: Taipan,KJ28: Subang Jaya,16845
KJ32: Taipan,KJ29: SS 15,23514
KJ32: Taipan,KJ30: SS 18,6536
KJ32: Taipan,KJ31: USJ 7,23014
KJ32: Taipan,KJ32: Taipan,8585
KJ32: Taipan,KJ33: Wawasan,13502
KJ32: Taipan,KJ34: USJ 21,12777
KJ32: Taipan,KJ35: Alam Megah,3089
KJ32: Taipan,KJ36: Subang Alam,1659
KJ32: Taipan,MR01: KL Sentral,1
KJ32: Taipan,MR02: Tun Sambanthan,0
KJ32: Taipan,MR03: Maharajalela,1
KJ32: Taipan,MR04: Hang Tuah,475
KJ32: Taipan,MR05: Imbi,43
KJ32: Taipan,MR06: Bukit Bintang,17
KJ32: Taipan,MR07: Raja Chulan,9
KJ32: Taipan,MR08: Bukit Nanas,5
KJ32: Taipan,MR09: Medan Tuanku,6
KJ32: Taipan,MR10: Chow Kit,62
KJ32: Taipan,MR11: Titiwangsa,10
KJ32: Taipan,PYL03: Kampung Selamat,70
KJ32: Taipan,PYL04: Sungai Buloh,94
KJ32: Taipan,SP12: Cheras,525
KJ32: Taipan,SP13: Salak Selatan,636
KJ32: Taipan,SP14: Bandar Tun Razak,99
KJ32: Taipan,SP15: Bandar Tasik Selatan,2311
KJ32: Taipan,SP16: Sungai Besi,214
KJ32: Taipan,SP17: Bukit Jalil,1350
KJ32: Taipan,SP18: Sri Petaling,417
KJ32: Taipan,SP19: Awan Besar,798
KJ32: Taipan,SP20: Muhibbah,767
KJ32: Taipan,SP21: Alam Sutera,758
KJ32: Taipan,SP22: Kinrara,1372
KJ32: Taipan,SP24: IOI Puchong Jaya,2432
KJ32: Taipan,SP25: Pusat Bandar Puchong,4024
KJ32: Taipan,SP26: Taman Perindustrian Puchong,2170
KJ32: Taipan,SP27: Bandar Puteri,2292
KJ32: Taipan,SP28: Puchong Perdana,1545
KJ32: Taipan,SP29: Puchong Prima,3466
KJ32: Taipan,SP31: Putra Heights,6182
KJ33: Wawasan,A0: All Stations,195163
KJ33: Wawasan,AG01: Sentul Timur,163
KJ33: Wawasan,AG02: Sentul,127
KJ33: Wawasan,AG03: Titiwangsa,306
KJ33: Wawasan,AG04: PWTC,320
KJ33: Wawasan,AG05: Sultan Ismail,333
KJ33: Wawasan,AG06: Bandaraya,688
KJ33: Wawasan,AG07: Masjid Jamek,2174
KJ33: Wawasan,AG08: Plaza Rakyat,132
KJ33: Wawasan,AG09: Hang Tuah,161
KJ33: Wawasan,AG10: Pudu,452
KJ33: Wawasan,AG11: Chan Sow Lin,278
KJ33: Wawasan,AG12: Miharja,140
KJ33: Wawasan,AG13: Maluri,208
KJ33: Wawasan,AG14: Pandan Jaya,149
KJ33: Wawasan,AG15: Pandan Indah,99
KJ33: Wawasan,AG16: Cempaka,128
KJ33: Wawasan,AG17: Cahaya,87
KJ33: Wawasan,AG18: Ampang,274
KJ33: Wawasan,KG04: Kwasa Damansara,12
KJ33: Wawasan,KG05: Kwasa Sentral,19
KJ33: Wawasan,KG06: Kota Damansara,153
KJ33: Wawasan,KG07: Surian,156
KJ33: Wawasan,KG08: Mutiara Damansara,379
KJ33: Wawasan,KG09: Bandar Utama,804
KJ33: Wawasan,KG10: TTDI,366
KJ33: Wawasan,KG12: Phileo Damansara,275
KJ33: Wawasan,KG13: Pusat Bandar Damansara,795
KJ33: Wawasan,KG14: Semantan,1261
KJ33: Wawasan,KG15: Muzium Negara,33
KJ33: Wawasan,KG16: Pasar Seni,1146
KJ33: Wawasan,KG17: Merdeka,221
KJ33: Wawasan,KG18: Bukit Bintang,2961
KJ33: Wawasan,KG20: Tun Razak Exchange,2671
KJ33: Wawasan,KG21: Cochrane,629
KJ33: Wawasan,KG22: Maluri,1068
KJ33: Wawasan,KG23: Taman Pertama,63
KJ33: Wawasan,KG24: Taman Midah,78
KJ33: Wawasan,KG25: Taman Mutiara,285
KJ33: Wawasan,KG26: Taman Connaught,200
KJ33: Wawasan,KG27: Taman Suntex,117
KJ33: Wawasan,KG28: Sri Raya,61
KJ33: Wawasan,KG29: Bandar Tun Hussien Onn,26
KJ33: Wawasan,KG30: Batu 11 Cheras,109
KJ33: Wawasan,KG31: Bukit Dukung,126
KJ33: Wawasan,KG33: Sungai Jernih,84
KJ33: Wawasan,KG34: Stadium Kajang,147
KJ33: Wawasan,KG35: Kajang,147
KJ33: Wawasan,KJ01: Gombak,361
KJ33: Wawasan,KJ02: Taman Melati,692
KJ33: Wawasan,KJ03: Wangsa Maju,1143
KJ33: Wawasan,KJ04: Sri Rampai,378
KJ33: Wawasan,KJ05: Setiawangsa,140
KJ33: Wawasan,KJ06: Jelatek,400
KJ33: Wawasan,KJ07: Dato' Keramat,110
KJ33: Wawasan,KJ08: Damai,308
KJ33: Wawasan,KJ09: Ampang Park,4469
KJ33: Wawasan,KJ10: KLCC,7094
KJ33: Wawasan,KJ11: Kampung Baru,440
KJ33: Wawasan,KJ12: Dang Wangi,1907
KJ33: Wawasan,KJ13: Masjid Jamek,2485
KJ33: Wawasan,KJ14: Pasar Seni,5375
KJ33: Wawasan,KJ15: KL Sentral,12844
KJ33: Wawasan,KJ16: Bank Rakyat Bangsar,3439
KJ33: Wawasan,KJ17: Abdullah Hukum,8634
KJ33: Wawasan,KJ18: Kerinchi,3709
KJ33: Wawasan,KJ19: Universiti,2682
KJ33: Wawasan,KJ20: Taman Jaya,2910
KJ33: Wawasan,KJ21: Asia Jaya,6007
KJ33: Wawasan,KJ22: Taman Paramount,1941
KJ33: Wawasan,KJ23: Taman Bahagia,2098
KJ33: Wawasan,KJ24: Kelana Jaya,2863
KJ33: Wawasan,KJ25: Lembah Subang,3268
KJ33: Wawasan,KJ26: Ara Damansara,3170
KJ33: Wawasan,KJ27: Cgc Glenmarie,3698
KJ33: Wawasan,KJ28: Subang Jaya,11171
KJ33: Wawasan,KJ29: SS 15,12999
KJ33: Wawasan,KJ30: SS 18,2850
KJ33: Wawasan,KJ31: USJ 7,8358
KJ33: Wawasan,KJ32: Taipan,13701
KJ33: Wawasan,KJ33: Wawasan,4503
KJ33: Wawasan,KJ34: USJ 21,10027
KJ33: Wawasan,KJ35: Alam Megah,3336
KJ33: Wawasan,KJ36: Subang Alam,1465
KJ33: Wawasan,MR01: KL Sentral,2
KJ33: Wawasan,MR02: Tun Sambanthan,0
KJ33: Wawasan,MR03: Maharajalela,11
KJ33: Wawasan,MR04: Hang Tuah,361
KJ33: Wawasan,MR05: Imbi,46
KJ33: Wawasan,MR06: Bukit Bintang,18
KJ33: Wawasan,MR07: Raja Chulan,29
KJ33: Wawasan,MR08: Bukit Nanas,3
KJ33: Wawasan,MR09: Medan Tuanku,8
KJ33: Wawasan,MR10: Chow Kit,45
KJ33: Wawasan,MR11: Titiwangsa,17
KJ33: Wawasan,PYL03: Kampung Selamat,6
KJ33: Wawasan,PYL04: Sungai Buloh,64
KJ33: Wawasan,SP12: Cheras,137
KJ33: Wawasan,SP13: Salak Selatan,318
KJ33: Wawasan,SP14: Bandar Tun Razak,140
KJ33: Wawasan,SP15: Bandar Tasik Selatan,1358
KJ33: Wawasan,SP16: Sungai Besi,153
KJ33: Wawasan,SP17: Bukit Jalil,1168
KJ33: Wawasan,SP18: Sri Petaling,320
KJ33: Wawasan,SP19: Awan Besar,671
KJ33: Wawasan,SP20: Muhibbah,378
KJ33: Wawasan,SP21: Alam Sutera,597
KJ33: Wawasan,SP22: Kinrara,617
KJ33: Wawasan,SP24: IOI Puchong Jaya,2458
KJ33: Wawasan,SP25: Pusat Bandar Puchong,1640
KJ33: Wawasan,SP26: Taman Perindustrian Puchong,1440
KJ33: Wawasan,SP27: Bandar Puteri,1522
KJ33: Wawasan,SP28: Puchong Perdana,1253
KJ33: Wawasan,SP29: Puchong Prima,2939
KJ33: Wawasan,SP31: Putra Heights,5858
KJ34: USJ 21,A0: All Stations,198219
